Merkez;Ünvanı;Adı;Soyadı;Anabilim Dalı;Bilim Dalı;YÖK ID;ResearcherID (Esas);ResearcherID (ikinci);ORCID (Esas);ORCID (ikinci);Scopus AuthorID;ScopusId (ikinci);ScopusId (üçüncü);ScopusId (dördüncü);ScopusId (beşinci);Pure adı
Ankara;Doç. Dr.;Selma;ÇETİNKAYA;Tıp Eğitimi;;557D4CBA0BED160C;A-7532-2018;;0000-0003-4231-3980;;15070066300;;;;;
Ankara;Öğr. Gör. Dr.;Fazıl Serdar;GÜREL;Tıp Eğitimi;;AEF0E7F51B53673A;E-2514-2019;;0000-0002-6657-6147;;25630484500;;;;;
Ankara;Öğr. Gör. Dr.;Seyhan;DEMİR KARABULUT;Tıp Tarihi ve Etik;;2A1484512592BE40;;;0000-0001-5473-573X;;;;;;;
Ankara;Uzm. Dr.;Belkıs;BİRDEN;Tıp Tarihi ve Etik;;;;;0000-0002-6144-4292;;;;;;;
Ankara;Dr. Öğr. Üyesi;Rifat Vedat;YILDIRIM;Tıp Tarihi ve Etik;;FDA5AE1A68FF8AA2;;;0000-0001-8982-7239;;55768456900;57211940451;57196710934;;;rifat-vedat-yildirim
Adana;Prof. Dr.;Mehmet Tulga;EĞİLMEZ;Üroloji;;6CCF3290AE47C73C;;;0000-0001-5644-5672;;6602997371;56811069800;;;;
Adana;Prof. Dr.;Sezgin;GÜVEL;Üroloji;;67FB0C126AEE853C;;;0000-0001-6534-9981;;8152663800;;;;;
Adana;Prof. Dr.;Ferhat;KILINÇ;Üroloji;;15E3BDA5EB5554CB;;;0000-0001-9506-0046;;6601992812;;;;;
Adana;Prof. Dr.;Barış;KUZGUNBAY;Üroloji;;A51D0B1A7566533B;;;0000-0002-0011-9322;;22980475100;;;;;barıs-kuzgunbay
Ankara;Prof. Dr.;Yüksel Cem;AYGÜN;Üroloji;;76D3A23B956C2B6E;;;0000-0002-6232-4313;;57197201026;57192595052;;;;
Ankara;Prof. Dr.;Ayhan;DİRİM;Üroloji;;E5C474AAB83435C2;;;0000-0003-2898-485X;;6507598088;;;;;
Ankara;Prof. Dr.;Hakan;ÖZKARDEŞ;Üroloji;;6A685C576E87C71B;;;0000-0002-7277-449X;;7004866107;;;;;hakan-ozkardes
Ankara;Prof. Dr.;Çetin Levent;PEŞKİRCİOĞLU;Üroloji;;B843319C5C242FFC;;;0000-0001-9989-403X;;55942162600;6603066871;6506520745;57210612674;57044675600;cetin-levent-peskircioglu
Ankara;Prof. Dr.;Mehmet İlteriş;TEKİN;Üroloji;;8CA718A0EABA1550;;;0000-0003-3874-8682;;55405410400;35609111000;;;;
İstanbul;Prof. Dr.;Ali Ferruh;AKAY;Üroloji;;8B9FBD6BFD7E3ED3;;;0000-0003-0389-9472;;7004143378;8353334200;57032567200;;;
Konya;Prof. Dr.;Bülent;ÖZTÜRK;Üroloji;;9855B0CA1665405B;;;0000-0003-1944-1722;;24280132400;;;;;
Adana;Doç. Dr.;Mehmet Reşit;GÖREN;Üroloji;;74B4A475F921A3FB;Y-6143-2019;;0000-0002-2001-1386;;23767998500;;;;;mehmet-resit-goren
Adana;Doç. Dr.;Ümit;GÜL;Üroloji;;C38F390FE74BE6E3;;;0000-0003-3249-0895;;6603540276;;;;;
Alanya;Doç. Dr.;Müslüm Ahmet;TUNÇKIRAN;Üroloji;;6C31A6706F8940BF;;;0000-0001-7303-7064;;6507992820;56154645600;;;;
İstanbul;Doç. Dr.;Şükrü;KUMSAR;Üroloji;;5D7851C8D0858BFF;;;0000-0003-3700-4104;;24780801600;;;;;
Alanya;Dr. Öğr. Üyesi Dr.(Doç.);Tümay;İPEKÇİ;Üroloji;;43888609F6591827;;;0000-0002-2755-0526;;35268985500;;;;;
Adana;Dr. Öğr. Üyesi Dr.;Cevahir;ÖZER;Üroloji;;6BCE79AE7240032E;;;0000-0002-7850-6912;;36930669000;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Eray;HASIRCI;Üroloji;;074B5DBE381C362B;;;0000-0002-4147-2966;;35731412200;;;;;
Ankara;Dr. Öğr. Üyesi Dr.;Ahmet İbrahim;OĞUZÜLGEN;Üroloji;;CB3F229E6A791F2B;;;0000-0002-8723-1391;;57205043512;19035919700;;;;
İzmir;Öğr. Gör. Dr.;Aşkın;EROĞLU;Üroloji;;90B7BB461FB78C73;;;0000-0003-2404-6209;;35583074400;57211915998;;;;
Alanya;Uzm. Dr.;Nasır;YILMAZ;Üroloji;;;;;;;55193775600;;;;;
Ankara;Uzm. Dr.;Enis;KERVANCIOĞLU;Üroloji;;;;;0000-0003-3465-9092;;57050663200;;;;;
Konya;Uzm. Dr.;Erman;CEYHAN;Üroloji;;;;;0000-0001-8223-6399;;57209035541;;;;;
Konya;Uzm. Dr.;Burak;YILMAZ;Üroloji;;;;;0000-0002-4242-9134;;56054871400;;;;;
